mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.7762205123901367,0.23466831552719092,0.016772127151489256,0.008077699491141972,0.01,10,10,"{'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 10}",0.7028571428571428,0.7028571428571428,0.7014285714285714,0.7014285714285714,0.7014285714285714,0.7020000000000001,0.0006998542122237735,5
4.927740144729614,0.45507892313950893,0.020469236373901366,0.007737598688854871,0.01,10,50,"{'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 50}",0.7314285714285714,0.7257142857142858,0.72,0.7214285714285714,0.74,0.7277142857142858,0.007317856271351828,1
6.563740491867065,0.3171320918542664,0.01689739227294922,0.004741713985620467,0.01,10,100,"{'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 100}",0.7271428571428571,0.72,0.7171428571428572,0.72,0.7328571428571429,0.7234285714285715,0.005756983337031389,3
1.6371861457824708,0.3667488725312422,0.009222936630249024,0.0026574302202563857,0.01,20,10,"{'learning_rate': 0.01, 'max_depth': 20, 'n_estimators': 10}",0.7028571428571428,0.7028571428571428,0.7014285714285714,0.7014285714285714,0.7014285714285714,0.7020000000000001,0.0006998542122237735,5
10.564579725265503,1.1985404929729053,0.018354320526123048,0.0037675939656020754,0.01,20,50,"{'learning_rate': 0.01, 'max_depth': 20, 'n_estimators': 50}",0.6928571428571428,0.6728571428571428,0.6914285714285714,0.6885714285714286,0.6657142857142857,0.6822857142857142,0.010939536982329518,12
23.031721591949463,3.0902751147442977,0.03100595474243164,0.007631011041513693,0.01,20,100,"{'learning_rate': 0.01, 'max_depth': 20, 'n_estimators': 100}",0.6442857142857142,0.6557142857142857,0.6671428571428571,0.6657142857142857,0.66,0.6585714285714286,0.008231348737650265,18
2.1813498973846435,0.3017729029800194,0.009169292449951173,0.0037258684789967353,0.01,30,10,"{'learning_rate': 0.01, 'max_depth': 30, 'n_estimators': 10}",0.7028571428571428,0.7028571428571428,0.7014285714285714,0.7014285714285714,0.7014285714285714,0.7020000000000001,0.0006998542122237735,5
12.295130920410156,3.108274848674908,0.016709327697753906,0.002827049730800402,0.01,30,50,"{'learning_rate': 0.01, 'max_depth': 30, 'n_estimators': 50}",0.6542857142857142,0.6671428571428571,0.6471428571428571,0.6414285714285715,0.6257142857142857,0.6471428571428571,0.013732131246511913,20
22.246037101745607,2.6165843056067195,0.031359195709228516,0.014070752502176155,0.01,30,100,"{'learning_rate': 0.01, 'max_depth': 30, 'n_estimators': 100}",0.6457142857142857,0.6514285714285715,0.6285714285714286,0.6385714285714286,0.6214285714285714,0.6371428571428571,0.010954451150103326,21
0.8253867149353027,0.14270187755201677,0.010010766983032226,0.002846866522313269,0.1,10,10,"{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 10}",0.7271428571428571,0.7142857142857143,0.72,0.7214285714285714,0.7371428571428571,0.724,0.00774069553379659,2
4.172579002380371,0.46990445126841235,0.010393190383911132,0.0012184008703285184,0.1,10,50,"{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 50}",0.6957142857142857,0.7057142857142857,0.6942857142857143,0.6871428571428572,0.7185714285714285,0.7002857142857143,0.010894671979964335,8
9.799550533294678,0.9608874975736093,0.016246557235717773,0.004294151070046174,0.1,10,100,"{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 100}",0.6985714285714286,0.6971428571428572,0.6842857142857143,0.6742857142857143,0.6971428571428572,0.6902857142857143,0.00953618243901639,9
2.777028751373291,0.9580120260967102,0.008961343765258789,0.001964878841397267,0.1,20,10,"{'learning_rate': 0.1, 'max_depth': 20, 'n_estimators': 10}",0.6742857142857143,0.6671428571428571,0.6571428571428571,0.6757142857142857,0.6742857142857143,0.6697142857142857,0.006963461489687961,14
19.311217021942138,1.2177722561710875,0.025658178329467773,0.007706278193860166,0.1,20,50,"{'learning_rate': 0.1, 'max_depth': 20, 'n_estimators': 50}",0.6885714285714286,0.6642857142857143,0.6457142857142857,0.6771428571428572,0.6557142857142857,0.6662857142857143,0.015188610125716612,15
46.34042854309082,5.609839325193955,0.034891366958618164,0.007684240909301098,0.1,20,100,"{'learning_rate': 0.1, 'max_depth': 20, 'n_estimators': 100}",0.6814285714285714,0.6285714285714286,0.6642857142857143,0.6528571428571428,0.6742857142857143,0.6602857142857144,0.0185472369909914,17
2.0605329990386965,0.36038571670183783,0.008696937561035156,0.0013010312951596743,0.1,30,10,"{'learning_rate': 0.1, 'max_depth': 30, 'n_estimators': 10}",0.6285714285714286,0.6557142857142857,0.6257142857142857,0.63,0.6157142857142858,0.6311428571428571,0.01326034444099689,23
11.278440904617309,2.1768567767133393,0.01759505271911621,0.0056923406972139235,0.1,30,50,"{'learning_rate': 0.1, 'max_depth': 30, 'n_estimators': 50}",0.6285714285714286,0.6228571428571429,0.5985714285714285,0.6242857142857143,0.5985714285714285,0.6145714285714285,0.013198639385658423,26
25.30444574356079,8.484561283988374,0.03271384239196777,0.005447573573483399,0.1,30,100,"{'learning_rate': 0.1, 'max_depth': 30, 'n_estimators': 100}",0.6242857142857143,0.6071428571428571,0.6042857142857143,0.6328571428571429,0.59,0.6117142857142857,0.015183234577813082,27
