mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.11097836494445801,0.02991121417240874,0.006394147872924805,0.0016756628943527907,gini,3,50,"{'criterion': 'gini', 'max_depth': 3, 'n_estimators': 50}",0.7401459854014598,0.7416058394160584,0.7576642335766424,0.743065693430657,0.7474452554744525,0.7459854014598541,0.006329776171877032,17
0.17616124153137208,0.010769777612549606,0.008483076095581054,0.0004172307041673942,gini,3,100,"{'criterion': 'gini', 'max_depth': 3, 'n_estimators': 100}",0.7489051094890511,0.743065693430657,0.7576642335766424,0.7474452554744525,0.7474452554744525,0.7489051094890511,0.004797569846760584,2
0.02221832275390625,0.002126008950952153,0.003615570068359375,0.000657985543707366,gini,5,10,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 10}",0.7503649635036497,0.7416058394160584,0.7562043795620438,0.7474452554744525,0.7445255474452555,0.748029197080292,0.0050232556303898565,7
0.09129576683044434,0.0064748911912638945,0.005792140960693359,0.0003807257012597725,gini,5,50,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 50}",0.7489051094890511,0.7401459854014598,0.7576642335766424,0.7474452554744525,0.7489051094890511,0.7486131386861313,0.0055704478914858375,4
0.19053926467895507,0.01105620987280383,0.010340356826782226,0.0016009021556529703,gini,5,100,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 100}",0.7489051094890511,0.7416058394160584,0.7562043795620438,0.7474452554744525,0.7474452554744525,0.7483211678832118,0.004671532846715326,5
0.02206559181213379,0.0005540302466446986,0.0029941082000732424,0.00019704625008095829,gini,10,10,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 10}",0.745985401459854,0.7386861313868613,0.7532846715328467,0.7489051094890511,0.7532846715328467,0.748029197080292,0.005430970872332336,7
0.130247163772583,0.023531229634084994,0.010330820083618164,0.0040672403823194024,gini,10,50,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 50}",0.7445255474452555,0.7357664233576642,0.7576642335766424,0.7503649635036497,0.7489051094890511,0.7474452554744525,0.007211146881885269,12
0.19466099739074708,0.04178907324007854,0.009911489486694337,0.002406394751390585,gini,10,100,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 100}",0.745985401459854,0.7372262773722628,0.7591240875912408,0.7518248175182481,0.7518248175182481,0.7491970802919707,0.0072934283192973865,1
0.023406791687011718,0.0015205091405690004,0.0030768871307373046,0.0004918055453731117,gini,,10,"{'criterion': 'gini', 'max_depth': None, 'n_estimators': 10}",0.7445255474452555,0.7372262773722628,0.7532846715328467,0.745985401459854,0.7503649635036497,0.7462773722627738,0.0054933978751027235,15
0.10290908813476562,0.004538433288609522,0.0063590526580810545,0.00012476983442342388,gini,,50,"{'criterion': 'gini', 'max_depth': None, 'n_estimators': 50}",0.7445255474452555,0.7284671532846715,0.7547445255474453,0.7489051094890511,0.7518248175182481,0.7456934306569344,0.009251374900878774,18
0.20076308250427247,0.012154270563851061,0.009584283828735352,0.001148303435506445,gini,,100,"{'criterion': 'gini', 'max_depth': None, 'n_estimators': 100}",0.7445255474452555,0.7284671532846715,0.7547445255474453,0.7474452554744525,0.7503649635036497,0.7451094890510949,0.00898017897765241,21
